ref,addr:street,addr:housenumber,name,operator,ref:vatin,addr:postcode,addr:city,start_date
9570,Viale Trastevere,229,Lofaro Annunziata,,IT00476970587,00153,Roma,2005-01-01
9571,Via Portuense,470,Orlando Dott.Ssa Paola,,IT13464881005,00149,Roma,2017-01-07
9572,Largo Bilancioni,8/11/(VIA/PIO/FO�),Sant'Elena,dottoresse Anna Maria e Anna Laura Pellegrini Snc,IT07551721009,00152,Roma,2017-01-07
9573,Via S. Pantaleo Campano,28/D,Mucelli Gina & C. Snc,,IT10089551005,00149,Roma,2009-01-11
9574,Via Portuense,718,Torelli Silvia,,IT09847361004,00148,Roma,2009-01-11
9575,Via G. Giorgis,214/D,Di Terlizzi,dottor;terlizzi Pantaleo Maria & C. Sas,,00054,Fiumicino,2013-01-04
9576,Via Portuense,423,Portuense,,IT02111790586,00149,Roma,2013-01-04
9577,Via della Corrazzata,71/ANG./V.DEL/SOMMERG,Farmacia Sirene, Ventresca Claudia,IT09657681004,00121,Roma,2010-01-01
9578,Piazza E. Morelli,23-24,Farmacia,Colli dottor Fulvio Cosconati Sas,,00151,Roma,2017-01-07
9579,Via Aurelia,2835/(KM./28),Roani Sciuto Andreina,,IT05587151001,00050,Fiumicino,2010-01-10
9580,Via A. Piola Caselli,82/B-C,Spartivento Snc,"dottorI Biancapaola Pettinella, Lanzellotti F. e F.",IT07260581009,00122,Roma,2015-01-05
9581,Largo Zabeccari,6,Anitori Claudio,,IT02720340583,00149,Roma,2010-01-10
9582,Largo Esopo,20,Calo' Micaela,,IT10698061008,00124,Roma,2017-01-07
9583,Via Vidaschi,1-2,Mazzini Snc,,IT05097731003,00152,Roma,2018-01-12
9584,Piazza A.F.Doria Pamphili,14,Zanobi Aida,,IT03261470581,00149,Roma,2005-01-01
9585,Piazza della Radio,39/39/A,Tacchino Alessandra Maria,,IT09868271009,00146,Roma,2008-01-02
9586,Via G. Carini,42,Risorgimento Snc,dottor Giancarlo Brienza & C.,IT13125741002,00153,Roma,2017-01-07
9587,Via di Torre Clementina,76/78,Farmapiram S.A.S.,Piero Uroda & C.,IT13912511006,00054,Fiumicino,2017-01-07
9588,Via Matteo Ripa,43,Gambadauro,Pierfelice Gambadauro e Francesca P. Gambadauro e C. Snc,IT09036431006,00126,Roma,2008-01-02
9589,Via A. Piola Caselli,115,Calisti Giuseppina,,IT04796440586,00122,Roma,2016-01-10
9590,Piazza S. Pierdamiani,40,Majone,Amalia Majone e Luciana Majone e C. Snc,IT09567611000,00125,Roma,2007-01-10
9591,Via G. Bonichi,115,Farmacrimi Acilia,dottor Vincenzo Crimi & C. Sas,IT05052900585,00125,Roma,2010-01-10
9592,Via Camillo Serafini,28,Lorpharma Sas,Mozzetti Saverio & C.,IT02154810580,00164,Roma,2010-01-10
9593,Via della Magliana,191-191/A,Centonze Renato,,IT05436000581,00146,Roma,2010-01-09
9594,Via Prenestina,1206/A/B,Comunale Colle Prenestino,,IT05903241007,00155,Roma,2007-01-09
9595,Viale dei Quattro Venti,160/A,Di Salvo Antonella,,IT12008631009,00152,Roma,2017-01-07
9596,Via della Pisana,370-EDIFICIO/E-NEGOZIO/A,Petitto Gianluigi,,IT05719880584,00163,Roma,2005-01-01
9597,Aeroporto Intern.le L. Da Vinci,,Società Farmacrimi Stazione Termini E Aereoporto Roma Fiumicino,dottor Vincenzo Crimi & C. Sas,IT10491561006,00054,Fiumicino,2017-01-07
9598,Via Del Trullo,162/164,Eredi Focolari Dott. Nando Sdf,,IT12949521004,00148,Roma,2017-01-07
9599,Via G.G. Zerbi,47,Dei Promontori Dr.Ssa Alessandra Breheret,,IT06194620586,00122,Roma,2008-01-01
9600,Via Enrico Fermi,1/3/5,Passaretta Ada,,IT06214480581,00146,Roma,2005-01-01
9601,Via Menandro,13/(ANG./VIA/SOFOCLE),Calise Liliana,,IT00893590588,00125,Roma,2010-01-09
9602,Via G. Fuggetta,76,Adrower,dottor Roberto Adrower,IT09410380589,00149,Roma,2010-01-09
9603,Via Sermoneta,10,Comunale Ariccia - Colli Albani,,IT05903241007,00177,Roma,2007-01-09
9604,Piazzale E. Dunant,11,Farmacrimi Monteverde,dottor Vincenzo Crimi & C. Sas,IT10736401000,00152,Roma,2017-01-07
9605,Via del Trullo,392,Cianci Luigi,,IT07931720580,00148,Roma,2008-01-01
9606,Via della Pisana,106,Jungano Maria Vita,,IT07857080589,00163,Roma,2013-01-03
9607,Via Giovanni Garau,9/ANG.V.LE/REP./MARINARE,Del Lido Eredi Mastelli Snc,Giuliani Gianna e Figlie,IT01923391005,00121,Roma,2005-01-01
9608,Viale Vicopisano,62,Izzo Silvia,,IT08068060584,00146,Roma,2005-01-01
9609,Via Donna Olimpia,194,Eredi Traina Snc,Daniele e Antonella Marchi,IT12267951007,00152,Roma,2017-01-07
9610,Via Valtellina,94,San Francesco Dott.Ssa Francesca Donati,,IT12989621003,00151,Roma,2017-01-07
9611,Via G. Sirtori,21,Angelini Di,Gobbo Eleonora,IT13410131000,00149,Roma,2017-01-07
9612,Viale Quattro venti,73/B/C,Benassai Pier Domenico,,IT08872970580,00152,Roma,2010-01-10
9613,Viale Vasco De Gama,36/A,Adilardi Paola,,IT08981600581,00121,Roma,2013-01-03
9614,Via S. Gherardi,106,Modica Orsola,,IT09079210580,00146,Roma,2005-01-01
9615,Via Portuense,1440/A/B,Farmacia Ponte Galeria S.A.S.,dottor Leone Focolari,IT15483651004,00148,Roma,2020-01-02
9616,Via Edoardo Jenner,109,Rossi Giampiero,,IT09151300580,00151,Roma,2005-01-01
9617,Via Ferdinando Acton,23,Angelini Laura,,IT09079280583,00122,Roma,2010-01-10
9618,Via dei Colli Portuensi,310/A,Villari Alessandra,,IT06466610729,00151,Roma,2011-01-11
9619,Via Pescaglia,29,De Berardinis Mario,,IT09245800587,00146,Roma,2008-01-01
9620,Via Casetta Mattei,202,Lu.Fer.Farma-g. Luciani & C. Snc,,IT04365751009,00148,Roma,2005-01-01
9621,Via Bravetta,82/84,Farmacia Bravetta Sas,,IT12613631006,00164,Roma,2017-01-07
9622,Via L. Ruspoli,57,D'Amicis Dr. Andrea,,IT09532940583,00149,Roma,2016-01-02
9623,Via G. De Calvi,12,Focaccia Silvano & C. Snc,,IT04365431008,00151,Roma,2010-01-09
9624,Via E. Rolli,19,Farmacia Facciolà,dottor Fabio Facciola' & C. Snc,IT09236941002,00153,Roma,2019-01-04
9625,Circonvallazione Gianicolense,186/A,Delogu Francesca,,IT09603300584,00152,Roma,2008-01-01
9626,Via Federico Torre,27/31,Polverini Giuliana & A.Paola Snc,,IT04571751009,00152,Roma,2005-01-01
9627,Via Donna Olimpia,23,Lorpharma Sas,Saverio Mozzetti & C.,IT04571831009,00152,Roma,2015-01-04
9628,Piazzale Filippo Il Macedone,23/24,Farmacrimi Palocco - Tor San Lorenzo Snc,,IT14573481000,00124,Roma,2018-01-02
9629,Viale Vasco De Gama,137,Farmacia Zincone,dottoressa Benni Vittoria & C.  - Societa' In Accomandita Semplice,IT04571801002,00121,Roma,2019-01-03
9630,Via Aristide Carabelli,52-54-56,Matteazzi,Massimiliano Matteazzi e Scaramella Giuseppina e C. Snc,IT09068781005,00121,Roma,2007-01-07
9631,Via Mare Glaciale Artico,4,Mar Rosso,Sansoni Carmelo Sas,IT09718050587,00122,Roma,2013-01-03
9632,Via F. Bolognesi,27,Pamphili,Di Flumeri M.Rosaria & C. Snc,IT11996831001,00152,Roma,2017-01-07
9633,Via dell'Imbrecciato,124,Guarino F. & C. Snc,,IT04817521000,00149,Roma,2010-01-10
9634,Viale Trastevere,303/307,Rizzo Marullo Sas,,IT14057621006,00153,Roma,2017-01-07
9635,Piazza Pietro Merolli,18,D'Amico Maria Giulia Snc,,IT13958301007,00151,Roma,2017-01-07
9636,Via Fonteiana,79/79A,Murino,Murino Raffaele & C. Snc,IT08998151008,00152,Roma,2010-01-09
9637,Largo Gaetano La Loggia,35,Samperi Laura,,IT10118730588,00149,Roma,2005-01-01
9638,Via Stella Polare,59/61/63,Stella Polare,dottor Ruello Matteo,IT05106461006,00122,Roma,2013-01-03
9639,Via G. Ghislieri,21/23,Cordeschi,dottori Fernando e Paola Snc,IT10196981004,00152,Roma,2009-01-05
9640,Via Oderisi Da Gubbio,241,Farmacia Oderisi Da Gubbio S.A.S.,dottor Vincenzo Pastore,IT14502381008,00146,Roma,2018-01-08
9641,Viale Guglielmo Marconi,312-314,Cotti Laura,,IT10182690585,00146,Roma,2007-01-04
9642,Via G. Marconi,174/-/174/A,Marchese Mario Giustino,,IT08767930582,00146,Roma,2005-01-01
9643,Viale Isacco Newton,92/B,Cardillo Adelaide,,IT05407441004,00151,Roma,2008-01-01
9644,Via Aurelia Km. 1297/1299,,Buccella Dr. Filippo & C. Sas,,IT05102341004,00166,Roma,2010-01-10
9645,Via dei Malatesta,5/A/B,D'Alessandro Silvia,,IT10480660587,00164,Roma,2010-01-10
9646,Via dei Romagnoli,753,Farmacia Benni,dottor Benni Luigi & C. - Societa' In Accomandita Semplice,IT05380541002,00119,Roma,2017-01-07
9647,Viale MARCONI,107,Farmacia Inglese S.R.L.,,IT15038491005,00146,Roma,2019-01-08
9648,Via Aldo Moro,21,Riccardi Enzo Luigi,,IT10101381001,00019,Tivoli,2013-01-03
9649,Via della Magliana,134/B,Arrighi Ermida,,IT08698751008,00146,Roma,2006-01-06
9650,Via Federico Ozanam,57/A,Licari Francesca,,IT10655630589,00152,Roma,2010-01-09
9651,Piazza della Rovere,2/C,Eredi,Vincenti Marcello Tommaso,IT07289721008,00122,Roma,2005-01-01
9652,Largo S.Vincenzo de Paoli,5,Padre Pio Sas,dottoressa Maria Luisa Grana & C.,IT05888241006,00152,Roma,2013-01-03
9653,Viale dei Colli Portuensi,475,Battistini,,IT06116831006,00151,Roma,2005-01-01
9654,Via G. Cardano,58,Abbate Snc,,IT05999741001,00146,Roma,2005-01-01
9655,Via Aurelia km. 24.300,,Comunale N.1 Aranova - Fiumicino,,IT06041561009,00054,Fiumicino,2005-01-01
9656,Via Pietro Rosa,42,Cavalieri,dottoressa Cristina Cavalieri,,00122,Roma,2013-01-03
9657,Viale delle Meduse,77,Farmacrimi Fiumicino,dottor Vincenzo Crimi & C. Sas,IT08324291007,00054,Fiumicino,2007-01-08
9658,Via delle Baleniere,139,Toma,dottoressa Graziosi Alessandra,IT06427251001,00121,Roma,2013-01-03
9659,Via della Scafa,143,Comunale Isola Sacra,,IT06041561009,00054,Fiumicino,2005-01-01
9660,Viale di Vigna Pia,42/44/46,Vigna Pia Sas,dottor Antonio Firriolo e C.,IT13645841001,00149,Roma,2017-01-07
9661,Via Colli Portuensi,173/175,Giordano Stefano,,IT07075721006,00151,Roma,2005-01-01
9662,P.zza Salvo D'Acquisto,15,Musti De Gennaro Claudia,,IT01347080531,00050,Fiumicino,2017-01-07
9663,Viale Colli Portuensi,30/32,Di Nardo Stefano,,IT06818291004,00151,Roma,2005-01-01
9664,Via di Macchia Saponara,64/T,San Giorgio Snc,,IT07029701005,00125,Roma,2005-01-01
9665,Piazza dei Quiriti,1/2,Dei Quriti,Emilia Bernocchi e C. Sas,IT13441291005,00192,Roma,2017-01-07
9666,Via Baccanello,361,Ciarcià Vincenzo,,IT01025670587,00123,Roma,2013-01-03
9667,Via Crescenzio,59,Nanni Snc,Guido e Francesco Nanni,IT12723771007,00193,Roma,2017-01-07
9668,Via Trionfale,8768,Farmacia S. Onofrio Sede 193,,IT05888241006,00135,Roma,2019-01-03
9669,Via Boccea,254,Cichi Dr.Ssa Roberta,,IT13778551005,00167,Roma,2017-01-07
9670,Via della Giuliana,20,Ragoni Dr.Ssa Giulia,,IT12983101002,00195,Roma,2017-01-07
9671,Via F. Borromeo,13/15,Crescimanno Clotilde,,IT00483400586,00168,Roma,2010-01-10
9672,Via Aurelia,560,Merucci Angelina,,IT01536800582,00165,Roma,2005-01-01
9673,Largo Vigna Stelluti,34/35/36,Vigna Clara Dr.Sse Bianca Maria E Giacinta Manuela Bullio Snc,,IT09051551001,00191,Roma,2007-01-10
9674,Viale Giulio Cesare,209/211,Giulio Cesare,,IT07948261008,00192,Roma,2005-01-01
9675,Via Trionfale,11264/11270,Ottavia - Tabarrini Dr.Ssa Angela,,IT11984371002,00135,Roma,2017-01-07
9676,Via Candia,28,De Longis  Fausto,,IT09136700581,00192,Roma,2005-01-01
9677,Viale Cola di Rienzo,124,Centrale Dott. Giorgio,Gioacchino Sas,IT11702831006,00192,Roma,2017-01-07
9679,Largo Donaggio,9/10,Conforti Fernanda,,IT01101920583,00168,Roma,2010-01-10
9680,Piazza Capecelatro,7,Colapinto Isabella,,IT11220531005,00168,Roma,2011-01-03
9681,Via S. Bernadette,55,San Pio Dott.Risolimando Paolino Sas,,IT12987941007,00167,Roma,2017-01-07
9682,Via Pietro Maffi,74/A/E/B,Colapinto Sas Dr.Ssa Colapinto Francesca Sofia,,IT09204301007,00168,Roma,2007-01-07
9683,Piazzale Clodio,54,Ercolani Cristina,,IT09158331000,00195,Roma,2011-01-03
9684,Via GIUSEPPE GIROLAMI,6,Spagnoli Sas,,IT14307371006,00168,Roma,2019-01-04
9685,Via di Grottarossa,161-161/A,Farmacia Ianni,D.Ri Emirene e Gianluca Ianni S.N.C.,IT03583501006,00189,Roma,2020-01-02
9686,Via Aurelia,670/D,Rapisarda Rizzo Olimpia & C. Snc,,IT09182641002,00165,Roma,2016-01-08
9687,Via D. Galimberti,21/23,Farmacie Savelli Sas,,IT13958441001,00136,Roma,2019-01-03
9688,Viale di Valle Aurelia,73/A/B,Delle Fratte Andrea,,IT07496451001,00167,Roma,2014-01-11
9689,Via Gregorio Vii,129/131,Farmacia Al Vaticano,dottor Quarta Salvatore,IT05878620482,00165,Roma,2018-01-03
9690,Piazzale Gregorio VII,20/21,Guerra - Dr.Ssa Valentina Borneo,,IT02798240582,00165,Roma,2010-01-10
9691,Via P. Maffi,130,Bedeschi Patrizia,,IT02921560583,00168,Roma,2014-01-11
9692,Via di Villa Severini,34,Grana,Pietro e Sabina Grana Snc,IT10062781009,00191,Roma,2017-01-05
9693,Via L. Bodio,73,Di Rollo Roberto,,IT03537680583,00191,Roma,2010-01-09
9694,Via Mattia Battistini,67,Torelli Sas,Torelli Maria Grazia,IT09633841003,00167,Roma,2008-01-01
9695,Largo Giannina Milli,17-18-18/A,Nocerino Dott. Guido Snc,,IT13228671007,00135,Roma,2017-01-07
9696,Via Cassia,840,Sorrentino Ugo,,IT12493391002,00189,Roma,2015-01-02
9698,Borgo Pio,44/A,Lazzaro Raffaella,,IT03932040581,00193,Roma,2013-01-03
9699,Largo Cervinia,23,Igea Snc,Ingria Maria Catena e Lupoi Carla,IT09849131009,00135,Roma,2008-01-02
9700,Via Cassia,1346/1348,Cocci Amalia Maria Vittoria,,IT05115770587,00123,Roma,2010-01-10
9701,Via Cassia,648/B,Travaglini Dr. Luca,,IT01928070661,00189,Roma,2017-01-07
9702,Via Nosate,10-18,La Fenicia 2,dottoressa Bui Valeria Sas,,00166,Roma,2017-01-02
9703,Via Trionfale,118,Re Clelia,,IT05868660589,00195,Roma,2005-01-01
9704,Via E. Bondi,64,Martino Vittorio,,IT06076900585,00166,Roma,2005-01-01
9705,ViaCassia,534,San Godenzo Sas Dr. Emilio Gabella & C.,,IT10736391003,00189,Roma,2016-01-08
9706,Via Emma Carelli,4,Marcucci Antonietta,,IT06432490586,00168,Roma,2008-01-01
9707,Via Circonvallazione Cornelia,289,Silvestro Ii Snc,,IT12574551003,00167,Roma,2016-01-05
9708,Via F. Cherubini,34,Silvestrini Paola,,IT06580860580,00135,Roma,2005-01-01
9709,Via F. Massimo,74/76/78,Fabio Massimo,,IT06902390589,00192,Roma,2017-01-07
9710,Via San Giorgio Morgeto,169-173,Comunale Gregna S. Andrea,,IT05903241007,00173,Roma,2007-01-09
9711,Via Ferraironi,25,Comunale Casilino 23,,IT05903241007,00172,Roma,2007-01-09
9712,Via Simone Saint Bon,91,Marchetti Luisa,,IT06749270580,00195,Roma,2005-01-01
9713,Via di Boccea,184,Riccardi Riccardo,,IT07116740585,00167,Roma,2005-01-01
9714,Piazza Risorgimento,44/45,Risorgimento Snc,dottor Giancarlo Brienza & C.,IT13125741002,00192,Roma,2017-01-07
9715,Via di Valle Muricana,369,Onofri Daniela,,IT07345350586,00188,Roma,2005-01-01
9716,Via R. R. Pereira,217/A,Gerardini Renata,,IT07642400589,00136,Roma,2005-01-01
9717,Via Castano,23/25,Comunale Tor Bella Monaca,,IT05903241007,00133,Roma,2016-01-05
9718,Via P. De Calboli,12,Fettarappa Marina,,IT08069020587,00195,Roma,2005-01-01
9719,Via M. Battistini,184A/B,Busonero Bernardino,,IT08056200580,00167,Roma,2010-01-10
9720,Via Trionfale,8578,Farmacia Bavaro Eredi,,IT15405031004,00135,Roma,2019-01-10
9721,Viale Angelico,86,Niccolini Guido,,IT08199540587,00195,Roma,2005-01-01
9722,V.le A. Ciamarra,66/68,Comunale Quadraro - Cinecittà Est,,IT05903241007,00173,Roma,2013-01-03
9723,Corso Francia,172-174-176,Farmacie Gallotta S.R.L.,,IT10561381004,00191,Roma,2019-01-09
9724,Via Cassia,942,Ianni,dottorI Emirene e Gianluca Ianni Snc,IT03583501006,00189,Roma,2005-01-01
9725,Via della Cellulosa,42,Tassielli Vincenzo,,IT08714720581,00166,Roma,2016-01-02
9726,Via Gregorio VII,154/A,Gregorio Vii Dott.Ssa Carpentiero Carmen,,IT13962901008,00165,Roma,2017-01-07
9727,Via Oslavia,66,D' Attilio Aldo,,IT08681830587,00195,Roma,2010-01-09
9728,Via Clemente X,47,Paola Teresa Riccardi  Snc,,IT10221921009,00167,Roma,2015-01-02
9729,Via Monti della Valchetta,74-76-76/A-76/B,Rizzo,dottoresse Rizzo Donatella e Daniela Snc,IT09321321003,00188,Roma,2007-01-12
9731,Via del Torraccio di Torrenova ,93,Comunale Torraccio Torrenova,,IT05903241007,00133,Roma,2007-01-09
9732,Via Cipro,42/44,Farmacia Frattura Farma Acquisition S.R.L.,,IT02489000998,00136,Roma,2019-01-03
9733,Piazzale Medaglie D'Oro,73,Sbrigoli Romano,,IT09202940582,00136,Roma,2005-01-01
9734,Via Romeo Rodriguez Pereira,154,Farmacia Maccagno S.R.L.,,IT14545351000,00136,Roma,2018-01-11
9735,Via Cornelia,48/B,Farmacie Hallgass S.A.S.,,IT13933581004,00166,Roma,2018-01-01
9736,Via della Villa di Livia,90,Gatti Laura,,IT09271610587,00188,Roma,2016-01-12
9737,Piazza Pio XI,30,Farmacia Iannotta Srl,,IT10086901005,00165,Roma,2020-01-04
9738,Via di Boccea,43,Dei Giureconsulti Snc,,IT09245800587,00165,Roma,2013-01-03
9739,Via Flaminia Vecchia,673,Rallo Sandra E Silvia Snc,,IT08666660587,00191,Roma,2010-01-10
9740,Piazza Cola di Rienzo,31,Ricci Dr. Lamberto Eredi Dr.Ssa Angela Mastrorilli & C. Snc,,IT04444711008,00192,Roma,2015-01-07
9741,Via della Farnesina,145/147,Salsano,Basso G. e M.R. Snc,IT04364861007,00194,Roma,2010-01-09
9742,Via F. Nicolai,105,Serraino Alberto Maria,,IT09537120587,00136,Roma,2017-01-07
9743,Via Della Balduina,132,Lloyds Farmacia Roma 1,,IT03653681209,00136,Roma,2018-01-10
9744,Via degli Scipioni,59,Lentini Maria Teresa,,IT11392681000,00192,Roma,2011-01-07
9745,Via Cogoleto,100/102,Galeno,Pasquale Catalano Snc,IT09157191009,00168,Roma,2007-01-04
9746,Via del Millesimo,25,Magnanimi Laura,,IT09603080582,00168,Roma,2005-01-01
9747,Via L. Settembrini,29/31,Baschieri Francesco,,IT09617440582,00195,Roma,2005-01-01
9749,Via del Forte Braschi,20,Lentini,P. e M. Lentini Snc,IT04567221009,00167,Roma,2005-01-01
9750,Via di Carcaricola,85,Farmacie San Raffaele Srl,,IT11429991000,00133,Roma,2019-01-04
9751,Via Casalotti,1/C/1/D,Farmacia Snc Fanelli Serenella,,IT04765031002,00166,Roma,2005-01-01
9752,Piazzale Ponte Milvio,15,Spadazzi Andrea & C. Snc,,IT04849871001,00191,Roma,2005-01-01
9753,Largo A. Gemelli,11,Gemelli Drssa Ricciardi Adrian,,IT10234680584,00168,Roma,2010-01-09
9754,Via Baldo degli Ubaldi,196/B,Annibaldi Americo,,IT09858860589,00167,Roma,2005-01-01
9755,Via Baldo degli Ubaldi,97,Colle Aurelio Dott. Ignazio Pagano Mariano,,IT09868540585,00167,Roma,2015-01-07
9756,Via Tibullo,4,Alicicco,dottorI M. Alicicco e M. Panattoni Snc,IT07558731001,00193,Roma,2005-01-01
9757,Via Isola Farnese,4,Iurlo Mario & C. Snc,,IT04560911002,00123,Roma,2008-01-01
9758,Via Torrevecchia,"851-ANG./TOMMASO/BERNETTI,/1",Contarina Vittorio,,IT08514141004,00168,Roma,2005-01-01
9759,Via Mazzini,"19/ANG./VIA/BROFFERIO,/53",Mazzini Snc,dottor Serraino Sergio,IT05097731003,00195,Roma,2017-01-07
9760,Via F. Cesi,9/11,Riservato Roberto,,IT03291070781,00193,Roma,2017-01-07
9761,Via ANGUILLARESE,111/113,Farmacie Rigano Snc,,IT14400351004,00123,Roma,2020-01-03
9762,Via Gregorio XI,134,Gregorio Xi Dott. Gaetano Cordio,,IT13209521007,00166,Roma,2017-01-07
9763,Via Cola di Rienzo,215,Cola,Rienzo;dr.Ssa  Gloria Fargion Sas,IT11496351005,00192,Roma,2017-01-07
9764,Via Bevagna,37/-/P.ZZA/M./DA/SPOLETO/34,Farmacia Fleming Dr.Ssa Malara Maria Grazia,,IT09860340588,00191,Roma,2005-01-01
9765,Via Germanico,87/91,Germanico,Persichella Claudio,IT10235951000,00192,Roma,2010-01-09
9766,Via della Stazione di Ottavia,96,Angeletti Ruggero,,IT10223740589,00135,Roma,2010-01-10
9767,Via Pineta Sacchetti,464,Farmacia Pineta Sacchetti,Avenia Antonio e C. Societa' In Nomecollettivo,IT09254471007,00168,Roma,2018-01-05
9768,Viale Medaglie D'Oro,417,Gaoni,Paolo e Roberta Gaoni Snc,IT04676731005,00136,Roma,2005-01-01
9769,Viale Antonio Ciamarra,235/237,Farmacia Panunzi S.R.L.,,IT14561061004,00173,Roma,2019-01-04
9770,Via delle Galline Bianche,SNC,Mosca Massimo,,IT10271290586,00188,Roma,2005-01-01
9771,Piazza Carlo Mazzaresi,40,Rallo Gaspare,,IT10377640585,00136,Roma,2013-01-03
9772,Piazza Monte Gaudio,25,Farmacia,Massimi;dr.Ri Roberta e Andrea Ceci Snc,IT05483471008,00135,Roma,2019-01-02
9773,Via M. Dionigi,31,Magnanimi Snc,,IT05496971002,00193,Roma,2013-01-03
9774,Via Trionfale,8291,Bonura,Morbegno Carmela e C. Sas,IT09952411008,00135,Roma,2017-01-07
9775,Via A. Doria,35,Mannucci Leopoldo,,IT10531940582,00192,Roma,2013-01-03
9776,Via Andronico,8,Vaccarella Salvatore Sas,,IT12301201005,00136,Roma,2017-01-07
9777,Circonvallazione Trionfale,57/A,Farmacia Bisozzi Sas,dottor Maurizio Bisozzi & C.,IT05612401009,00195,Roma,2019-01-01
9778,Via Flaminia,719/A,Pugnaloni Paola Maria,,IT10650990582,00191,Roma,2010-01-09
9779,Via di Torrevecchia,308,Contarina Giovanni Luca,,IT10738780583,00168,Roma,2005-01-01
9780,Via Angelo Emo,18,La.Li.Far., Lauciani Lilia,IT13608451004,00136,Roma,2017-01-07
9781,Via Monti di Primavalle,187,Clemente Xi Sas,dottoressa Valeria Bui & C.,IT10448121003,00167,Roma,2010-01-04
9782,Via Monti Di Creta,82,Immacolata,,IT05885511005,00167,Roma,2005-01-01
9784,LARGO PORTA CAVALLEGGERI,3,Leone Alessandro,,IT04715260586,00165,Roma,2008-01-01
9785,Via Gregorio VII,63,Rodino' Edoardo,,IT10445781007,00165,Roma,2016-01-02
9786,Piazza Irnerio,40-41,Illuminati E De Lillo Snc,,IT06540801005,00165,Roma,2005-01-01
9787,Viale Angelico,79,Mazzei Stefano,,IT07104801001,00195,Roma,2005-01-01
9788,Via Cicerone,30,Pavese,dottoressa Rita Lo Pinto e C. Snc,IT10191471001,00193,Roma,2011-01-03
9789,Piazza Risorgimento,21,Multiservizi Caerite Spa - Comunale N.1,,IT07105121003,00052,Cerveteri,2016-01-02
9790,Piazzale Cairoli,1,Comunale Fiano Romano,,IT00997991005,00065,Fiano Romano,2013-01-03
9791,Via Roma,69,Comunale Tolfa,,IT02144561004,00059,Tolfa,2005-01-01
9792,Via Civitavecchia,39,Comunale Allumiere,,IT00954281002,00051,Allumiere,2016-01-10
9793,Via Ancona,76,Luigi Demichelis Dal 1934,,IT13040531009,00055,Ladispoli,2017-01-07
9794,Via Provinciale Roma,55,Tozzi,dottoressa Patrizia Bellezza,IT13417921007,00060,Capena,2017-01-07
9795,P.zza Mazzini,5,Maddalena Tiziana,,IT14238581004,00060,Canale Monterano,2017-01-10
9796,Largo dello zodiaco,7,Farmacia De Cecco S.R.L.,,IT15293981005,00061,Anguillara Sabazia,2019-01-08
9797,Via Aurelia,505,Farmacie Vergati Snc,Paola e Maria Cristina Vergati & C.,IT08763211003,00058,Santa Marinella,2020-01-04
9798,Via S. Pellegrino,4/A,Laurenzi Piersettimio,,IT07558031006,00067,Morlupo,2010-01-10
9799,Via Roma,10,Fabbri Carla Raffaella,,IT08754911009,00060,Formello,2006-01-06
9800,Corso Vittorio Emanuele,133,Ricci Luciano,,IT00655361004,00066,Manziana,2005-01-01
9801,Viale g. baccelli,22,Farmacia Santamaria Sofi Srl,,IT15248711002,00053,Civitavecchia,2020-01-01
9802,Via G. Baccelli,160,Turchi Paolo,,IT07681281007,00053,Civitavecchia,2005-01-01
9803,Via IV Novembre,34,Amirkhanian  Mario,,IT12026081005,00069,Trevignano Romano,2017-01-07
9804,Via Fausti,5,Negri Dr. Massimo,,IT13863571009,00062,Bracciano,2017-01-07
9805,Viale parigi,2,Nappo Carla Marina Rita,,IT03606461006,00060,Riano,2020-01-04
9806,Via Romana,165,Farmacia Picone Dott.Ssa Annapaola,,IT02221490564,00060,Mazzano Romano,2017-01-07
9807,Via Oriolo Romano,1/B,Multiservizi Caerite Spa - Comunale N.2,,IT07105121003,00052,Cerveteri,2016-01-02
9808,Piazza Calamatta,19,Ippocrate Srl - Calamatta,,IT10648161007,00053,Civitavecchia,2013-01-03
9809,Via A. De Gasperi,SNC,Farmacia Campo Dell'Oro,,IT15402471005,00053,Civitavecchia,2020-01-02
9810,Viale del Vignola,4,Buonfantino,Marco Morelli,IT13668061008,00060,Sant'oreste,2017-01-07
9811,Viale Matteotti,196,Ippocrate Srl  - Matteotti,,IT01104351000,00053,Civitavecchia,2019-01-01
9812,Via Tiberina,KM./16.800,Comunale,Bivio Capena,IT01096141005,00060,Capena,2008-01-01
9813,Viale Palmiro Togliatti,12,Farmacia Comunale Cisterna,,IT14105271002,00053,Civitavecchia,2018-01-11
9814,Via XXV Aprile,21,Terme,Traiano;dr. Odoardo Toti Snc,IT07950431002,00053,Civitavecchia,2005-01-01
9815,Largo Cavour,4,Rossi Angela Maria,,IT00695501007,00053,Civitavecchia,2005-01-01
9816,Via Aquila,SNC,Pignatelli Francesco,,IT00922350574,00060,Ponzano Romano,2017-01-07
9817,Corso Centocelle,52,Spurio Giuseppe,,IT00758751002,00053,Civitavecchia,2005-01-01
9818,Via Flaminia Km. 39,100,Farmacia Conti Sas,"dottor Valerio Conti & C,",IT14538841009,00068,Rignano Flaminio,2018-01-05
9819,Via Aurelia,304,Centrale,,IT08894151003,00058,Santa Marinella,2008-01-01
9820,Via Polo Laziale,12/16,Tarquini Snc,dottoressa Esterina Tarquini,IT10184581006,00055,Ladispoli,2011-01-05
